,db_id,original_sql,rewritten_sql_gpt,activated_rules_gpt,prompt_sql_similar,prompt_rules_similar
252,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year=2007 AND ci.person_id<1325418 AND ci.role_id=1;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2007) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id < 1325418 AND role_id = 1) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']","['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id=20001;']","[""['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
253,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>61757 AND mc.company_type_id<2 AND mi_idx.info_type_id<101;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 61757 AND company_type_id < 2) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t0 ON title.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id>7384;'],"[""['FILTER_INTO_JOIN']""]"
254,job,SELECT * FROM cast_info ci WHERE ci.person_id>582377;,SELECT * FROM cast_info ci WHERE ci.person_id>582377,[],"['SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year<1976;']","[""['Empty List']""]"
255,job,SELECT * FROM title t WHERE t.kind_id>2 AND t.production_year>2002;,SELECT * FROM title WHERE kind_id > 2 AND production_year > 2002,['FILTER_SCAN'],['SELECT * FROM movie_companies mc WHERE mc.company_id>45454 AND mc.company_type_id>1;'],"[""['FILTER_INTO_JOIN']""]"
256,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=1974 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 1974) AS t INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_MERGE']","['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8478;']","[""['FILTER_INTO_JOIN', 'FILTER_MULTI_JOIN_MERGE']""]"
257,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<13700;,SELECT * FROM movie_keyword WHERE keyword_id < 13700,['FILTER_SCAN'],"['SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2012 AND mk.keyword_id<77;']","[""['FILTER_INTO_JOIN']""]"
258,job,SELECT * FROM cast_info ci WHERE ci.person_id<900749 AND ci.role_id>1;,SELECT * FROM cast_info ci WHERE ci.person_id<900749 AND ci.role_id>1,[],"['SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<2008 AND mi_idx.info_type_id=101;']","[""['Empty List']""]"
259,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<3236;,SELECT * FROM movie_keyword WHERE keyword_id < 3236,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2010 AND mc.company_id>13129;']","[""['FILTER_INTO_JOIN']""]"
260,job,SELECT * FROM cast_info ci WHERE ci.person_id>583692 AND ci.role_id=2;,SELECT * FROM cast_info WHERE person_id > 583692 AND role_id = 2,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND mc.company_id>4625 AND mc.company_type_id<2;']","[""['FILTER_INTO_JOIN']""]"
261,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id=7 AND mk.keyword_id=405;","SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id=7 AND mk.keyword_id=405",[],['SELECT * FROM movie_companies mc WHERE mc.company_id<45513 AND mc.company_type_id<2;'],"[""['Empty List']""]"
262,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2001 AND mi.info_type_id=16 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2001) AS t INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 16) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 101) AS t1 ON t.id = t1.movie_id,"['FILTER_MERGE', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_companies mc WHERE mc.company_id=2788;'],"[""['FILTER_INTO_JOIN']""]"
263,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1988;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 1988) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<1210 AND mc.company_type_id=2 AND mk.keyword_id<3337;']","[""['FILTER_INTO_JOIN']""]"
264,job,SELECT * FROM movie_companies mc WHERE mc.company_id<7103;,SELECT * FROM movie_companies mc WHERE mc.company_id<7103,[],"['SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2005 AND mi_idx.info_type_id>99;']","[""['Empty List']""]"
265,job,SELECT * FROM title t WHERE t.production_year=1920;,SELECT * FROM title WHERE production_year = 1920,['FILTER_SCAN'],['SELECT * FROM movie_companies mc WHERE mc.company_id<1854 AND mc.company_type_id=2;'],"[""['FILTER_SCAN', 'FILTER_INTO_JOIN']""]"
266,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>1682 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>1682 AND mc.company_type_id=2",[],['SELECT * FROM movie_keyword mk WHERE mk.keyword_id=51149;'],"[""['Empty List']""]"
267,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND ci.person_id>1113205 AND ci.role_id<2;","SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND ci.person_id>1113205 AND ci.role_id<2",[],"['SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND t.production_year>1960 AND ci.role_id>1;']","[""['Empty List']""]"
268,job,SELECT * FROM movie_companies mc WHERE mc.company_id=1190 AND mc.company_type_id=2;,SELECT * FROM movie_companies WHERE company_id = 1190 AND company_type_id = 2,['FILTER_INTO_JOIN'],['SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5327;'],"[""['FILTER_INTO_JOIN']""]"
269,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1999 AND mk.keyword_id=55124;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1999) AS t INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 55124) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND ci.person_id=2114770 AND mi_idx.info_type_id=100;']","[""['FILTER_INTO_JOIN']""]"
270,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=6397;,SELECT * FROM movie_keyword WHERE keyword_id = 6397,"['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id>50099;'],"[""['FILTER_SCAN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'JOIN_LEFT_INSTANCE']""]"
271,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>107268 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>107268 AND mc.company_type_id=2",[],"['SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1984 AND ci.person_id<1356788;']","[""['Empty List']""]"
272,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<2011 AND mc.company_id=995 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<2011 AND mc.company_id=995 AND mc.company_type_id=2",[],"['SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=4 AND t.production_year=2010 AND mi_idx.info_type_id=100;']","[""['Empty List']""]"
273,job,SELECT * FROM cast_info ci WHERE ci.person_id<1576817 AND ci.role_id>1;,SELECT * FROM cast_info WHERE person_id < 1576817 AND role_id > 1,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=2008 AND mi.info_type_id>18;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
274,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>38304 AND ci.role_id<5;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>38304 AND ci.role_id<5",[],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>6 AND t.production_year=2011;']","[""['Empty List']""]"
275,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>3 AND t.production_year<1965 AND mi.info_type_id>7;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 3 AND production_year < 1965) AS t INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 7) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_MERGE']","['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=159356;']","[""['FILTER_INTO_JOIN']""]"
276,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year=1941 AND ci.person_id>2772415 AND ci.role_id=3;","SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year=1941 AND ci.person_id>2772415 AND ci.role_id=3",[],['SELECT * FROM cast_info ci WHERE ci.person_id>1407353 AND ci.role_id<2;'],"[""['Empty List']""]"
277,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=2551;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=2551,[],"['SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2013 AND ci.person_id<2331224 AND ci.role_id>3 AND mk.keyword_id<61198;']","[""['Empty List']""]"
278,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=100 AND mk.keyword_id<9326;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 9326) AS t0 ON title.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN']","['SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<2 AND t.production_year<1947;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
279,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2004 AND mk.keyword_id=20869;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 2004) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 20869) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']","['SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year=1917;']",['[]']
280,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>41922;,SELECT * FROM movie_keyword WHERE keyword_id > 41922,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2013 AND mc.company_type_id>1;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
281,job,SELECT * FROM cast_info ci WHERE ci.person_id>91035 AND ci.role_id=1;,SELECT * FROM cast_info WHERE person_id > 91035 AND role_id = 1,"['FILTER_REDUCE_EXPRESSIONS', 'FILTER_SCAN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_companies mc WHERE mc.company_id=26897;'],"[""['FILTER_REDUCE_EXPRESSIONS', 'FILTER_SCAN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
282,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year=1987 AND mc.company_id<265;","SELECT * FROM title, movie_companies WHERE title.id = movie_companies.movie_id AND title.kind_id = 1 AND title.production_year = 1987 AND movie_companies.company_id < 265","['JOIN_CONDITION_PUSH', 'FILTER_MERGE']",['SELECT * FROM movie_companies mc WHERE mc.company_id>979;'],"[""['FILTER_INTO_JOIN']""]"
283,job,SELECT * FROM cast_info ci WHERE ci.person_id>1033058 AND ci.role_id=10;,SELECT * FROM cast_info WHERE person_id > 1033058 AND role_id = 10,['FILTER_SCAN'],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2013 AND mk.keyword_id=335;']","[""['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
284,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<2468;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<2468",[],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND mc.company_id>166;']","[""['Empty List']""]"
285,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id<21183;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 21183) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<18156;']",['[]']
286,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2008 AND ci.person_id>1352097;","SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2008 AND ci.person_id>1352097",[],['SELECT * FROM cast_info ci WHERE ci.person_id>2466809 AND ci.role_id=4;'],"[""['Empty List']""]"
287,job,SELECT * FROM cast_info ci WHERE ci.person_id=1722286;,SELECT * FROM cast_info WHERE person_id = 1722286,"['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id<78917;'],"[""['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
288,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year=1967 AND mi.info_type_id<17;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 1967) AS t INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 17) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1999 AND mi.info_type_id=1 AND mi_idx.info_type_id=100;']","[""['FILTER_INTO_JOIN']""]"
289,job,SELECT * FROM movie_companies mc WHERE mc.company_id>17859;,SELECT * FROM movie_companies WHERE company_id > 17859,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1993 AND mi_idx.info_type_id>99 AND mk.keyword_id>34200;']","[""['FILTER_INTO_JOIN']""]"
290,job,SELECT * FROM cast_info ci WHERE ci.person_id>508223 AND ci.role_id>1;,SELECT * FROM cast_info WHERE person_id > 508223 AND role_id > 1,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1995 AND mi_idx.info_type_id<101 AND mk.keyword_id<5376;']","[""['FILTER_INTO_JOIN']""]"
291,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year<2004;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 3 AND production_year < 2004) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,"['FILTER_INTO_JOIN', 'FILTER_MERGE']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id<70045;'],"[""['FILTER_INTO_JOIN']""]"
292,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mk.keyword_id>15689;","SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mk.keyword_id>15689",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=2 AND t.production_year<1997 AND mk.keyword_id=2403;']","[""['Empty List']""]"
293,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<3650956 AND ci.role_id>2;","SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<3650956 AND ci.role_id>2",[],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2009 AND mc.company_id>302;']","[""['Empty List']""]"
294,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<16195;,SELECT * FROM movie_keyword WHERE keyword_id < 16195,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id>4 AND t.production_year<2012 AND mc.company_type_id>1 AND ci.role_id<3;']","[""['FILTER_INTO_JOIN']""]"
295,job,SELECT * FROM cast_info ci WHERE ci.person_id=797238;,SELECT * FROM cast_info ci WHERE ci.person_id=797238,[],"['SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year<1976;']",['[]']
296,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<1971 AND mi.info_type_id<8;","SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<1971 AND mi.info_type_id<8",[],"['SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=1659485 AND ci.role_id=1;']","[""['Empty List']""]"
297,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<1972 AND ci.person_id<1803427 AND ci.role_id=1;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1972) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id < 1803427 AND role_id = 1) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8094;'],['[]']
298,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<84048;,SELECT * FROM movie_keyword WHERE keyword_id < 84048,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=6474 AND mk.keyword_id<20319;']","[""['FILTER_INTO_JOIN']""]"
299,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<78628;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<78628,[],"['SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id>1 AND mc.company_id>68 AND mc.company_type_id=1 AND ci.person_id<1673909;']","[""['Empty List']""]"
300,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2013 AND mk.keyword_id<1312;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2013 AND mk.keyword_id<1312",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2000 AND mk.keyword_id<8576;']","[""['Empty List']""]"
301,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2007 AND mi.info_type_id<2;","SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2007 AND mi.info_type_id<2",[],"['SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND mi.info_type_id=94;']","[""['Empty List']""]"
302,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=2009 AND ci.person_id>2812597;","SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=2009 AND ci.person_id>2812597",[],['SELECT * FROM movie_keyword mk WHERE mk.keyword_id<11839;'],"[""['Empty List']""]"
303,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8177;",SELECT * FROM title INNER JOIN movie_info ON title.id = movie_info.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 8177) AS t ON title.id = t.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN']","['SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=1980 AND mi.info_type_id>105;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
304,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=2411;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=2411,[],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1966 AND mc.company_id>40377;']","[""['Empty List']""]"
305,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=1994 AND mk.keyword_id=3658;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1994) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 3658) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'FILTER_SCAN']",['SELECT * FROM movie_companies mc WHERE mc.company_id=60766;'],"[""['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'FILTER_SCAN']""]"
306,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1666;,SELECT * FROM movie_keyword WHERE keyword_id > 1666,['FILTER_SCAN'],"['SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<1982 AND ci.person_id<1435145;']","[""['FILTER_INTO_JOIN']""]"
307,job,SELECT * FROM cast_info ci WHERE ci.person_id<2535894 AND ci.role_id>10;,SELECT * FROM cast_info WHERE person_id < 2535894 AND role_id > 10,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year>2013 AND mi.info_type_id>4;']","[""['FILTER_INTO_JOIN']""]"
308,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>3287;",SELECT * FROM title INNER JOIN cast_info ON title.id = cast_info.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 3287) AS t ON title.id = t.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']","['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2010 AND mk.keyword_id<11187;']","[""['FILTER_INTO_JOIN', 'FILTER_MERGE', 'JOIN_CONDITION_PUSH']""]"
309,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=4412;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=4412,[],"['SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2006 AND mc.company_id>1117 AND mc.company_type_id<2 AND ci.person_id<2835100;']","[""['Empty List']""]"
310,job,SELECT * FROM cast_info ci WHERE ci.person_id<853690 AND ci.role_id=10;,SELECT * FROM cast_info ci WHERE ci.person_id<853690 AND ci.role_id=10,[],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>2011 AND mi.info_type_id=16;']","[""['Empty List']""]"
