,db_id,original_sql
3979,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplayspeed, ta.buildupplayspeedclass, ta.chancecreationpassing, ta.chancecreationpassingclass, ta.defenceteamwidth, ta.defenceteamwidthclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2027-03-15 00:00:00'"
3980,superhero,"SELECT s.superhero_name, a.alignment, p.publisher_name FROM superhero s JOIN alignment a ON s.alignment_id = a.id JOIN publisher p ON s.publisher_id = p.id WHERE s.height_cm > 190 AND s.gender_id = 1 AND s.weight_kg < 80"
3981,formula_1,"SELECT r.raceid, r.name AS racename, c.country AS circuitcountry, d.code AS drivercode, co.url AS constructorurl, res.position AS finishposition, res.fastestlaptime FROM races AS r INNER JOIN circuits AS c ON r.circuitid = c.circuitid INNER JOIN results AS res ON r.raceid = res.raceid INNER JOIN drivers AS d ON res.driverid = d.driverid INNER JOIN constructors AS co ON res.constructorid = co.constructorid WHERE r.year BETWEEN 2011 AND 2016 AND res.points > 10 AND res.positionorder <= 4 ORDER BY r.raceid ASC, res.position DESC"
3982,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, bond_list.transact_dt_tm FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN bond_list ON atom.molecule_id = bond_list.molecule_id WHERE atom.element = 'Pd' AND bond_list.bond_type = 'dative' ORDER BY molecule.label ASC, atom.atom_id DESC"
3983,student_club,"SELECT * FROM member WHERE zip >= 60000 AND zip <= 80000 AND link_to_major = 'recggMW2eyCYceNcy' ORDER BY first_name DESC NULLS LAST"
3984,superhero,"SELECT sqA.alignment_count AS total_by_alignment, A.alignment AS alignment, C.colour AS eye_colour, sqAC.alignment_colour_count AS count_by_alignment_colour FROM (SELECT alignment_id, COUNT(*) AS alignment_count FROM superhero WHERE alignment_id IS NOT NULL GROUP BY alignment_id) sqA INNER JOIN (SELECT alignment_id, eye_colour_id, COUNT(*) AS alignment_colour_count FROM superhero WHERE eye_colour_id IS NOT NULL GROUP BY alignment_id, eye_colour_id) sqAC ON sqA.alignment_id = sqAC.alignment_id INNER JOIN alignment A ON sqA.alignment_id = A.id INNER JOIN colour C ON sqAC.eye_colour_id = C.id WHERE C.colour LIKE 'Gold%' ORDER BY A.alignment, C.colour;"
3985,esophageal,"SELECT patients.patient_id, demographics.ethnicity, pathology_and_surgery.primary_pathology_columnar_mucosa_goblet_cell_present, COUNT(primary_pathology_columnar_mucosa_goblet_cell_present) AS goblet_cell_count FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = FALSE AND pathology_and_surgery.primary_pathology_columnar_mucosa_goblet_cell_present = TRUE GROUP BY patients.patient_id, demographics.ethnicity, pathology_and_surgery.primary_pathology_columnar_mucosa_goblet_cell_present ORDER BY patients.patient_id;"
3986,financial,"SELECT p.player_id, p.match_id, p.goals FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.goals > 2 AND pr.potential_rating BETWEEN 85 AND 95 LIMIT 190;"
3987,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS composite_key, COALESCE(a.molecule_id, b.molecule_id) AS molecule_ref, COALESCE(a.element, b.bond_type) AS property FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'At%' OR b.transact_dt_tm BETWEEN '2023-02-15' AND '2023-07-15' ORDER BY composite_key ASC, molecule_ref DESC"
3988,california_schools,"SELECT s.district, sa.avgscrread, sa.avgscrmath, sa.numge1500 FROM schools AS s INNER JOIN satscores AS sa ON s.cdscode = sa.cds WHERE s.county = 'Fresno' AND sa.rtype = 'S' ORDER BY sa.avgscrmath ASC LIMIT 5;"
3989,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS combined_identifier, COALESCE(a.molecule_id, b.molecule_id) AS molecule_reference, COALESCE(a.element, b.bond_type) AS property_description FROM atom AS a FULL OUTER JOIN bond AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Mg%' OR b.bond_type IN ('hydrogen', 'ionic') ORDER BY combined_identifier DESC, molecule_reference ASC"
3990,california_schools,"SELECT s.cname AS county, sch.school, AVG(s.avgscrmath * 0.5 + s.avgscrread * 0.3 + s.avgscrwrite * 0.2) AS balanced_sat_score FROM satscores s JOIN schools sch ON s.cds = sch.cdscode WHERE s.cname IN (SELECT s.cname FROM satscores s GROUP BY s.cname ORDER BY AVG(s.avgscrmath * 0.5 + s.avgscrread * 0.3 + s.avgscrwrite * 0.2) DESC nulls last LIMIT 5) GROUP BY s.cname, sch.school ORDER BY s.cname, balanced_sat_score DESC;"
3991,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_list.bond_id, bond_list.bond_type FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id2 INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id WHERE atom.element = 'C' ORDER BY molecule.molecule_id ASC, atom.atom_id DESC, bond_list.bond_id NULLS FIRST"
3992,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MAX(id) FROM player WHERE player_name LIKE 'Jos%' AND player_fifa_api_id > 400000 AND height > 180 AND weight < 85);"
3993,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type, c.atom_id2 FROM molecule AS m LEFT JOIN atom AS a ON m.molecule_id = a.molecule_id LEFT JOIN connected AS c ON a.atom_id = c.atom_id LEFT JOIN bond_list AS b ON c.bond_id = b.bond_id WHERE a.element = 'Ag' AND b.transact_dt_tm BETWEEN '2024-01-01' AND '2024-06-30' ORDER BY m.label ASC, a.atom_id DESC, b.transact_dt_tm NULLS LAST"
3994,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.c4 FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'SLE' AND l.c4 < 10 GROUP BY p.diagnosis, l.c4 HAVING COUNT(*) > 1) AS j ON (p.diagnosis = j.diagnosis AND l.c4 = j.c4)"
3995,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE bl.transact_dt_tm BETWEEN '2027-01-01' AND '2027-12-31' ORDER BY m.molecule_id ASC, a.atom_id DESC, bl.transact_dt_tm ASC"
3996,esophageal,"SELECT patients.patient_id, demographics.race_list, clinical_status.vital_status, COUNT(vital_status) AS vital_status_count FROM patients JOIN clinical_status ON patients.patient_id = clinical_status.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND clinical_status.vital_status = 'Alive' GROUP BY patients.patient_id, demographics.race_list, clinical_status.vital_status ORDER BY patients.patient_id;"
3997,european_football_2,"SELECT t1.team_short_name, t2.chancecreationpassing FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.chancecreationpassing BETWEEN 60 AND 80"
3998,european_football_2,"SELECT Player.player_api_id, Player.player_name, Player_Attributes.shot_power FROM player LEFT JOIN player_attributes ON Player.player_api_id = Player_Attributes.player_api_id AND Player_Attributes.shot_power > 85"
3999,financial,"SELECT p.player_id, p.match_id, p.goals FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.goals > 2 AND pr.overall_rating BETWEEN 85 AND 95 AND pr.potential_rating > 90 AND p.minutes_played > 80 LIMIT 210;"
4000,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_id, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'Li' ORDER BY m.molecule_id DESC, a.atom_id ASC, bl.transact_dt_tm DESC"
4001,card_games,"SELECT id, (CASE WHEN (colors = 'G' AND power = '4' AND toughness = '3') THEN COALESCE(watermark, '7074') WHEN (colors = 'B' AND power = '3' AND toughness = '2') THEN COALESCE(watermark, '7075') WHEN (colors = 'U' AND power = '2' AND toughness = '1') THEN COALESCE(watermark, '7076') WHEN (colors = 'W' AND power = '1' AND toughness = '0') THEN COALESCE(watermark, '7077') END) AS watermark FROM cards"
4002,toxicology,"SELECT * FROM connected LEFT JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'ester' AND bond.molecule_id LIKE 'BIO%'"
4003,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS BETWEEN 91 AND 100 AND POINTS > 15 GROUP BY RACEID"
4004,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence, AVG(demographics.weight) AS avg_weight FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence = FALSE AND demographics.gender = 'Female' AND pathology_and_surgery.primary_pathology_number_of_lymphnodes_positive_by_ihc > 1 GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence ORDER BY patients.patient_id;"
4005,student_club,"SELECT e.event_name, SUM(b.spent) AS total_expenses FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2024-01-01' AND '2024-06-30' AND e.type = 'Social' GROUP BY e.event_name HAVING SUM(b.spent) > 1000 ORDER BY total_expenses DESC LIMIT 3"
4006,codebase_community,"SELECT year_created, websiteurl, cnt_badges FROM (SELECT EXTRACT(YEAR FROM CAST(b.date AS DATE)) AS year_created, u.websiteurl, COUNT(b.id) AS cnt_badges, RANK() OVER (PARTITION BY EXTRACT(YEAR FROM CAST(b.date AS DATE)) ORDER BY COUNT(b.id) DESC NULLS LAST) AS rn FROM badges AS b INNER JOIN users AS u ON b.userid = u.id WHERE u.websiteurl IS NOT NULL GROUP BY EXTRACT(YEAR FROM CAST(b.date AS DATE)), u.websiteurl) AS b WHERE rn <= 5 ORDER BY year_created NULLS FIRST, cnt_badges DESC NULLS LAST"
4007,superhero,"SELECT sh.id AS hero_id, sh.superhero_name, c.colour AS hair_color FROM superhero AS sh JOIN colour AS c ON sh.hair_colour_id = c.id WHERE c.colour LIKE '%Raven%' AND sh.height_cm BETWEEN 160 AND 180 ORDER BY sh.id DESC"
4008,student_club,"SELECT link_to_member, SUM(hours) AS total_hours FROM attendance WHERE hours > 2 GROUP BY link_to_member HAVING SUM(hours) > 10"
4009,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, av.cnt FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN atom_view AS av ON a.atom_id = av.atom_id WHERE a.element = 'Ne' AND av.cnt BETWEEN 2 AND 5 ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, c.atom_id2 NULLS LAST"
4010,california_schools,"SELECT s.school, sa.avgscrread, sa.avgscrmath, sa.numtsttakr FROM schools AS s INNER JOIN satscores AS sa ON s.cdscode = sa.cds WHERE s.county = 'Sonoma' AND sa.rtype = 'S' ORDER BY sa.avgscrmath DESC LIMIT 3;"
4011,superhero,"SELECT * FROM superhero JOIN hero_power ON hero_power.hero_id = superhero.id WHERE NOT (superhero_name = 'Superman' AND height_cm BETWEEN 190 AND 210)"
4012,toxicology,"SELECT molecule_id, COUNT(DISTINCT CASE WHEN element = 'ar' THEN 1 END) AS ar_atoms, COUNT(DISTINCT CASE WHEN element IN ('kr', 'xe') THEN molecule_id END) AS noble_gas_atoms FROM atom GROUP BY molecule_id;"
4013,student_club,"SELECT * FROM event WHERE event_date >= '2023-01-01' AND event_date <= '2023-12-31' AND status = 'Completed' ORDER BY event_name NULLS FIRST"
4014,toxicology,"SELECT atom_id, MAX(CASE WHEN rn = 1 THEN molecule_id END) AS molecule_id_1, MAX(CASE WHEN rn = 2 THEN molecule_id END) AS molecule_id_2, MAX(CASE WHEN rn = 3 THEN molecule_id END) AS molecule_id_3 FROM (SELECT atom_id, molecule_id, ROW_NUMBER() OVER (PARTITION BY atom_id ORDER BY molecule_id ASC) AS rn FROM atom) AS subquery WHERE rn <= 2 GROUP BY atom_id ORDER BY atom_id"
4015,toxicology,"SELECT molecule.label, COUNT(bond_list.bond_id) AS recent_sulfur_bonds FROM molecule INNER JOIN bond_list ON molecule.molecule_id = bond_list.molecule_id WHERE bond_list.bond_type = 'sulfur' AND bond_list.transact_dt_tm > '2024-01-01' GROUP BY molecule.label ORDER BY recent_sulfur_bonds DESC"
4016,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplayspeed, ta.buildupplayspeedclass, ta.chancecreationshooting, ta.chancecreationshootingclass, ta.defenceteamwidth, ta.defenceteamwidthclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2024-12-15 00:00:00'"
4017,student_club,"SELECT link_to_member, SUM(hours) AS total_volunteer_hours FROM attendance WHERE hours > 3 GROUP BY link_to_member HAVING SUM(hours) > 15"
4018,formula_1,"SELECT raceid, q2 FROM (SELECT raceid, q2, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q2) subq WHERE rank = 1 AND q2 IS NOT NULL AND q2 <> '0' AND q2 LIKE '1%'"
4019,california_schools,"SELECT s.district FROM schools s WHERE s.county IN ('San Diego', 'Imperial') AND s.charter = 1 AND s.magnet = 1 AND s.virtual = 'N' GROUP BY s.district HAVING COUNT(DISTINCT s.county) = 2;"
4020,student_club,"SELECT m.first_name, m.last_name, e.event_name, b.spent FROM member AS m LEFT JOIN attendance AS a ON m.member_id = a.link_to_member LEFT JOIN event AS e ON a.link_to_event = e.event_id LEFT JOIN budget AS b ON e.event_id = b.link_to_event WHERE b.spent BETWEEN 400 AND 900 ORDER BY b.spent DESC NULLS LAST"
4021,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, bond_list.transact_dt_tm FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN bond_list ON atom.molecule_id = bond_list.molecule_id WHERE atom.element = 'Pt' AND bond_list.bond_type = 'triple' ORDER BY molecule.label ASC, atom.atom_id DESC"
4022,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN igg > 20 THEN 'TRUE' END), 'FALSE') AS High_IgG, COALESCE(MAX(CASE WHEN iga > 20 THEN 'TRUE' END), 'FALSE') AS High_IgA, COALESCE(MAX(CASE WHEN igm > 20 THEN 'TRUE' END), 'FALSE') AS High_IgM FROM laboratory GROUP BY id"
4023,formula_1,"SELECT d.forename, d.surname, r.fastestlaptime FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlaptime IS NOT NULL AND r.position <= 5 AND r.points > 30 ORDER BY r.fastestlaptime ASC LIMIT 12;"
4024,toxicology,"SELECT bond_type, MAX(CASE WHEN rn = 1 THEN molecule_id END) AS molecule_id_1, MAX(CASE WHEN rn = 2 THEN molecule_id END) AS molecule_id_2, MAX(CASE WHEN rn = 3 THEN molecule_id END) AS molecule_id_3 FROM (SELECT bond_type, molecule_id, ROW_NUMBER() OVER (PARTITION BY bond_type ORDER BY molecule_id DESC) AS rn FROM bond_list) AS subquery WHERE rn <= 3 GROUP BY bond_type ORDER BY bond_type"
4025,european_football_2,"SELECT t1.team_short_name, t2.buildupplaypositioningclass FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildupplayspeed BETWEEN 95 AND 100"
4026,esophageal,"SELECT patients.patient_id, demographics.ethnicity, pathology_and_surgery.primary_pathology_lymph_node_examined_count, COUNT(primary_pathology_lymph_node_examined_count) AS lymph_node_examined_count FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_examined_count > 15 GROUP BY patients.patient_id, demographics.ethnicity, pathology_and_surgery.primary_pathology_lymph_node_examined_count ORDER BY patients.patient_id;"
4027,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MAX(id) FROM player WHERE player_name LIKE 'Rob%' AND player_fifa_api_id > 190000 AND height > 175 AND weight < 80);"
4028,card_games,"SELECT cards.asciiname, CASE WHEN EXISTS (SELECT * FROM legalities WHERE legalities.format = cards.setcode AND legalities.status = 'Banned' AND legalities.uuid = cards.uuid AND legalities.id = cards.id AND legalities.format = 'Brawl') THEN 'banned_in_brawl' ELSE 'legal_in_brawl' END FROM cards"
4029,student_club,"WITH member_attendance_analysis AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_member ORDER BY SUM(hours) DESC) AS rank, 'Member Top Hours' AS result_type FROM attendance WHERE hours > 4.0 GROUP BY link_to_member, link_to_event), event_attendance AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_event ORDER BY SUM(hours) DESC) AS rank, 'Event Top Hours' AS result_type FROM attendance WHERE hours > 4.0 GROUP BY link_to_member, link_to_event) SELECT link_to_member, link_to_event, total_hours, result_type FROM member_attendance_analysis WHERE rank <= 2 UNION ALL SELECT link_to_member, link_to_event, total_hours, result_type FROM event_attendance WHERE rank = 1 ORDER BY result_type, link_to_member, link_to_event"
4030,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.transact_dt_tm DESC) AS rnk FROM bond_list a) subquery WHERE rnk <= 18"
4031,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN hgb < 8.0 THEN 'TRUE' END), 'FALSE') AS Critical_Anemia, COALESCE(MAX(CASE WHEN plt < 40 THEN 'TRUE' END), 'FALSE') AS Severe_Thrombocytopenia, COALESCE(MAX(CASE WHEN wbc > 28 THEN 'TRUE' END), 'FALSE') AS Extreme_Leukocytosis FROM laboratory GROUP BY id"
4032,toxicology,"WITH atom_bonds AS (SELECT atom_id AS atom FROM connected UNION ALL SELECT atom_id2 AS atom FROM connected) SELECT atom AS id, COUNT(*) AS num FROM atom_bonds GROUP BY atom HAVING COUNT(*) <= (SELECT AVG(cnt) FROM (SELECT COUNT(*) AS cnt FROM atom_bonds GROUP BY atom) AS avg_bonds);"
4033,card_games,"SELECT cards.manacost, CASE WHEN EXISTS (SELECT * FROM legalities WHERE legalities.uuid = cards.uuid) THEN 'legal' ELSE 'not legal' END FROM cards"
4034,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE a.element = 'Fe' ORDER BY m.molecule_id ASC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
4035,codebase_community,"SELECT DISTINCT u.id AS user_id, u.displayname, u.reputation, b.name AS badge_name, b.date AS badge_date FROM users AS u LEFT JOIN badges AS b ON b.userid = u.id AND b.name = 'Constable' WHERE u.reputation >= 6000 AND u.creationdate > '2017-01-01'"
4036,financial,"SELECT MIN(interest_rate) FROM (SELECT interest_rate, DENSE_RANK() OVER (ORDER BY interest_rate DESC NULLS LAST) AS Rank FROM loan) AS E WHERE (Rank = 4)"
4037,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, av.cnt FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN atom_view AS av ON a.atom_id = av.atom_id WHERE a.element = 'Xe' AND av.cnt BETWEEN 1 AND 4 ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, c.atom_id2 NULLS LAST"
4038,toxicology,"SELECT bond_id as current_bond, LEAD(bond_id) OVER (ORDER BY bond_id) as next_bond, bond_type as bond_type FROM bond b"
4039,student_club,"SELECT link_to_member, SUM(hours) AS total_volunteer_hours FROM attendance WHERE hours BETWEEN 5 AND 10 GROUP BY link_to_member HAVING SUM(hours) > 40"
4040,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS composite_key, COALESCE(a.molecule_id, b.molecule_id) AS molecule_ref, COALESCE(a.element, b.bond_type) AS property FROM atom AS a FULL OUTER JOIN bond AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Pb%' OR b.bond_type IN ('hydrogen', 'metallic') ORDER BY composite_key DESC, molecule_ref ASC"
4041,toxicology,"SELECT atom_id, atom_id2 FROM connected WHERE bond_id LIKE 'E%' ORDER BY atom_id DESC NULLS LAST"
4042,toxicology,"SELECT atom_id2, MAX(CASE WHEN rn = 1 THEN bond_id END) AS bond_id_1, MAX(CASE WHEN rn = 2 THEN bond_id END) AS bond_id_2, MAX(CASE WHEN rn = 3 THEN bond_id END) AS bond_id_3 FROM (SELECT atom_id2, bond_id, ROW_NUMBER() OVER (PARTITION BY atom_id2 ORDER BY bond_id) AS rn FROM connected) AS subquery WHERE rn <= 3 GROUP BY atom_id2 ORDER BY atom_id2"
4043,codebase_community,"SELECT year_created, displayname, cnt_posts FROM (SELECT EXTRACT(YEAR FROM CAST(p.creaiondate AS DATE)) AS year_created, u.displayname, COUNT(p.id) AS cnt_posts, RANK() OVER (PARTITION BY EXTRACT(YEAR FROM CAST(p.creaiondate AS DATE)) ORDER BY COUNT(p.id) DESC NULLS LAST) AS rn FROM posts_backup AS p INNER JOIN users AS u ON p.owneruserid = u.id WHERE u.displayname LIKE 'Z%' GROUP BY EXTRACT(YEAR FROM CAST(p.creaiondate AS DATE)), u.id, u.displayname) AS p WHERE rn <= 3 ORDER BY year_created NULLS FIRST, cnt_posts DESC NULLS LAST"
4044,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, bond_list.transact_dt_tm FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN bond_list ON atom.molecule_id = bond_list.molecule_id WHERE atom.element = 'Au' AND bond_list.bond_type = 'triple' ORDER BY molecule.label DESC, atom.atom_id ASC"
4045,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYDRIBBLING, TA.CHANCECREATIONSHOOTING, TA.DEFENCEPRESSURE, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYDRIBBLING < (SELECT AVG(BUILDUPPLAYDRIBBLING) FROM team_attributes) AND TA.CHANCECREATIONSHOOTING > (SELECT AVG(CHANCECREATIONSHOOTING) FROM team_attributes) AND TA.DEFENCEPRESSURE < (SELECT AVG(DEFENCEPRESSURE) FROM team_attributes)"
4046,superhero,"SELECT sqP.publisher_count AS total_by_publisher, P.publisher_name AS publisher, S.superhero_name AS superhero, sqPS.publisher_superhero_count AS count_by_publisher_superhero FROM (SELECT publisher_id, COUNT(*) AS publisher_count FROM superhero GROUP BY publisher_id) sqP INNER JOIN (SELECT publisher_id, id, COUNT(*) AS publisher_superhero_count FROM superhero GROUP BY publisher_id, id) sqPS ON sqP.publisher_id = sqPS.publisher_id INNER JOIN publisher P ON sqP.publisher_id = P.id INNER JOIN superhero S ON sqPS.id = S.id ORDER BY P.publisher_name, S.superhero_name;"
4047,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplayspeed, ta.buildupplayspeedclass, ta.chancecreationshooting, ta.chancecreationshootingclass, ta.defenceteamwidth, ta.defenceteamwidthclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2018-03-25 00:00:00'"
4048,card_games,"SELECT cards.uuid, CASE WHEN EXISTS (SELECT * FROM legalities WHERE legalities.uuid = cards.uuid AND legalities.status = 'Banned') THEN 'banned_card' ELSE 'legal_card' END FROM cards"
4049,thrombosis_prediction,"SELECT p.id AS patientid, p.diagnosis, COALESCE(e.thrombosis, 0) AS thrombosisstatus FROM patient AS p LEFT JOIN examination AS e ON p.id = e.id ORDER BY p.id NULLS FIRST"
4050,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE br.bond_seq = 3 ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
4051,european_football_2,"SELECT Player.player_api_id, Player.player_name, Player_Attributes.gk_reflexes FROM player LEFT JOIN player_attributes ON Player.player_api_id = Player_Attributes.player_api_id AND Player_Attributes.gk_reflexes > 85"
4052,superhero,"SELECT * FROM attribute JOIN hero_attribute ON hero_attribute.attribute_id = attribute.id WHERE NOT (attribute_name = 'Stamina' AND attribute_value BETWEEN 90 AND 110)"
4053,european_football_2,"SELECT p.player_name, p.weight, COUNT(pa.id) AS balance_count FROM player p JOIN player_attributes pa ON p.player_api_id = pa.player_api_id WHERE pa.balance > 80 AND p.weight > 70 GROUP BY p.player_name, p.weight HAVING COUNT(pa.id) > 5;"
4054,card_games,"SELECT id, (CASE WHEN (colors = 'R' AND power = '6' AND toughness = '5') THEN COALESCE(watermark, '9199') WHEN (colors = 'G' AND power = '5' AND toughness = '4') THEN COALESCE(watermark, '9200') WHEN (colors = 'B' AND power = '4' AND toughness = '3') THEN COALESCE(watermark, '9201') WHEN (colors = 'W' AND power = '3' AND toughness = '2') THEN COALESCE(watermark, '9202') END) AS watermark FROM cards"
4055,toxicology,"SELECT (SELECT COUNT(*) FROM molecule WHERE label = 'CYANIDE') AS label_count, molecule_id, COUNT(*) AS molecule_id_count FROM molecule GROUP BY ROLLUP (molecule_id)"
4056,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE br.bond_seq >= 2 ORDER BY m.molecule_id DESC, a.atom_id ASC, br.bond_seq ASC"
4057,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.element DESC) AS rnk FROM atom a) subquery WHERE rnk <= 15"
4058,toxicology,"SELECT molecule.label, COUNT(atom.element) AS silicon_atoms FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE atom.element = 'Si' GROUP BY molecule.label ORDER BY silicon_atoms DESC"
